cluster,app,keyword,popularity,competitiveness,num_apps,rank,importance
jeux-2d,MergeDragons,iphone magic,5,,198,135,0.54
jeux-2d,MergeDragons,fun magic,5,,216,31,0.73
jeux-2d,MergeDragons,cookie merge,5,,212,93,0.57
jeux-2d,MergeDragons,line number,5,,235,191,0.50
jeux-2d,MergeDragons,morph into dragon,5,,179,3,1.74
jeux-2d,MergeDragons,1gram,5,,223,21,0.81
jeux-2d,MergeDragons,t2fi,5,,230,58,0.63
jeux-2d,MergeDragons,king legacy codes,5,,202,29,0.74
jeux-2d,MergeDragons,merge gam,5,98,246,133,0.54
jeux-2d,MergeDragons,content merge,5,,249,239,0.48
jeux-2d,MergeDragons,top rated game,5,93,243,148,0.53
jeux-2d,MergeDragons,gem restore,5,,202,23,0.79
jeux-2d,MergeDragons,familymatch puzzle,,,221,59,
jeux-2d,MergeDragons,a.g.,,,246,62,
jeux-2d,MergeDragons,a/o,,,246,120,
jeux-2d,MergeDragons,merge tap,,56,236,168,
jeux-2d,MergeDragons,"/",,,250,3,
jeux-2d,MergeDragons,pokemon fusion calculator,,,205,7,
jeux-2d,MergeDragons,fire breathing log,,,211,19,
jeux-2d,MergeDragons,magic trick log,,,173,8,
jeux-2d,Match3D,ペアーズ,76,80,249,78,9.03
jeux-2d,Match3D,food lion,61,61,249,72,7.37
jeux-2d,Match3D,new york times games,57,66,215,172,5.84
jeux-2d,Match3D,3d photo,55,76,246,171,5.64
jeux-2d,Match3D,3d,52,86,249,23,8.21
jeux-2d,Match3D,zen match,49,88,248,157,5.10
jeux-2d,Match3D,shapr3d,48,79,249,146,5.06
jeux-2d,Match3D,plus,47,98,249,205,4.67
jeux-2d,Match3D,マッチ,45,49,204,4,13.40
jeux-2d,Match3D,pairs,42,85,250,101,4.74
jeux-2d,Match3D,pair,41,86,247,159,4.26
jeux-2d,Match3D,match masters,40,27,236,21,6.47
jeux-2d,Match3D,정리,40,79,245,179,4.07
jeux-2d,Match3D,shapr 3d,35,98,248,101,3.95
jeux-2d,Match3D,matching,34,59,217,40,4.67
jeux-2d,Match3D,matcher,32,94,249,95,3.66
jeux-2d,Match3D,thief puzzle,32,72,249,143,3.39
jeux-2d,Match3D,the tile app,25,50,219,159,2.60
jeux-2d,Match3D,association game,24,81,247,78,2.85
jeux-2d,Match3D,3d puzzle,20,70,230,36,2.82
jeux-2d,Match3D,lizzo,19,64,250,181,1.93
jeux-2d,Match3D,match squad,19,87,250,71,2.30
jeux-2d,Match3D,musicmatch,18,72,250,117,1.98
jeux-2d,Match3D,three match,12,,230,77,1.43
jeux-2d,Match3D,jewel puzzle,10,,250,139,1.06
jeux-2d,Match3D,free match games,9,65,200,53,1.16
jeux-2d,Match3D,make up plus,9,83,249,184,0.91
jeux-2d,Match3D,mach,9,58,240,126,0.98
jeux-2d,Match3D,3d mockup,9,56,220,110,1.00
jeux-2d,Match3D,find sort match,9,71,244,137,0.96
jeux-2d,Match3D,screw sort 3d,9,83,250,157,0.94
jeux-2d,Match3D,mymatch,9,95,250,76,1.08
jeux-2d,Match3D,knots 3d,8,95,250,20,1.31
jeux-2d,Match3D,macha,8,19,250,166,0.82
jeux-2d,Match3D,catholic match,8,66,249,65,0.99
jeux-2d,Match3D,loopsy,8,94,250,171,0.82
jeux-2d,Match3D,3d match game,8,47,210,4,2.38
jeux-2d,Match3D,matchscapes,8,56,239,99,0.91
jeux-2d,Match3D,3ds,7,67,244,185,0.71
jeux-2d,Match3D,pick me up 3d,7,54,245,33,1.01
jeux-2d,Match3D,triple match city,7,70,244,116,0.77
jeux-2d,Match3D,shiny,6,69,247,63,0.75
jeux-2d,Match3D,memory match,6,92,250,189,0.60
jeux-2d,Match3D,3d match,6,65,249,6,1.48
jeux-2d,Match3D,master 3d,6,55,218,53,0.77
jeux-2d,Match3D,couple life 3d,6,76,250,99,0.68
jeux-2d,Match3D,zen puzzle,5,69,234,202,0.50
